Código Olla Común;Nombre de las Ollas Comunes;Departamento;Provincia;Distrito;Referencia;Centro Poblado;Cocina;N° Beneficiarios;Estado
X1501060093;EL PORVENIR;LIMA;LIMA;CARABAYLLO;;;Con balón de Gas;90;Inactivo
X1501060094;EL DORADO;LIMA;LIMA;CARABAYLLO;;;Con balón de Gas;109;Transitado
X1501060095;CHAVIN DE HUANTAR;LIMA;LIMA;CARABAYLLO;;;Con balón de Gas;45;Cancelado
X1501060096;YANINA PALOMINO;LIMA;LIMA;CARABAYLLO;;;Con balón de Gas;99;Transitado
X1501060097;AMPLIACION KEIKO SOFÍA;LIMA;LIMA;CARABAYLLO;;;Con balón de Gas;30;Inactivo
X1501060098;CORAZÓN DE JESÚS;LIMA;LIMA;CARABAYLLO;;;Con balón de Gas;54;Transitado
X1501060099;VECINAS EN ACCIÓN;LIMA;LIMA;CARABAYLLO;;;Con balón de Gas;104;Transitado
X1501060100;SEÑOR DE HUAMANTANGA;LIMA;LIMA;CARABAYLLO;;;Con balón de Gas;60;Transitado
X1501060101;LA RIVERA DEL CHILLÓN;LIMA;LIMA;CARABAYLLO;;;Con balón de Gas;68;Transitado
X1501060102;MIKUNA WASI;LIMA;LIMA;CARABAYLLO;;;Con balón de Gas;42;Transitado
X1501060103;MARCELA VALERA;LIMA;LIMA;CARABAYLLO;;;Con balón de Gas;41;Inactivo
X1501060104;MIRAMAR;LIMA;LIMA;CARABAYLLO;;;Con balón de Gas;68;Transitado
X1501060105;EL MIRADOR TRES ESTRELLAS;LIMA;LIMA;CARABAYLLO;;;Con balón de Gas;64;Transitado
X1501060106;SOL DE DAMASCO;LIMA;LIMA;CARABAYLLO;;;Con balón de Gas;51;Transitado
X1501060107;SOLIDARIA DE VILLA VICTORIA II;LIMA;LIMA;CARABAYLLO;;;Con balón de Gas;30;Inactivo
X1501060108;5 ESTRELLAS DE SOL RADIANTE;LIMA;LIMA;CARABAYLLO;;;Con balón de Gas;44;Inactivo
X1501060109;LOS LIBERTADORES;LIMA;LIMA;CARABAYLLO;;;Con balón de Gas;46;Transitado
X1501060110;VIRGEN DE LAS NIEVES;LIMA;LIMA;CARABAYLLO;;;Con balón de Gas;40;Inactivo
X1501060111;LAS GARDENIAS;LIMA;LIMA;CARABAYLLO;;;Con balón de Gas;51;Transitado
X1501060112;VILLA VENTURA;LIMA;LIMA;CARABAYLLO;;;Con balón de Gas;31;Inactivo
X1501060113;UNA SOLA IDEA;LIMA;LIMA;CARABAYLLO;;;Con balón de Gas;73;Transitado
X1501060114;MILAGRO DE DIOS;LIMA;LIMA;CARABAYLLO;;;Con balón de Gas;47;Inactivo
X1501060115;SAN JOSÉ;LIMA;LIMA;CARABAYLLO;;;Con balón de Gas;30;Inactivo
X1501060116;RAYITO DE LUZ Y ESPERANZA;LIMA;LIMA;CARABAYLLO;;;Con balón de Gas;61;Transitado
X1501060117;11 DE MAYO;LIMA;LIMA;CARABAYLLO;;;Con balón de Gas;73;Cancelado
X1501060118;ESTRELLAS DEL SOL;LIMA;LIMA;CARABAYLLO;;;Con balón de Gas;49;Cancelado
X1501060119;LAS VIOLETAS;LIMA;LIMA;CARABAYLLO;;;Con balón de Gas;56;Transitado
X1501060120;LAS ORQUIDEAS;LIMA;LIMA;CARABAYLLO;;;Con balón de Gas;66;Transitado
X1501060121;LA FLORIDA;LIMA;LIMA;CARABAYLLO;;;Con balón de Gas;52;Transitado
X1501060122;4 DE DICIEMBRE;LIMA;LIMA;CARABAYLLO;;;Con balón de Gas;54;Transitado
X1501060123;JUNTOS SI PODEMOS CHAVIN DE CARABAYLLO;LIMA;LIMA;CARABAYLLO;;;Con balón de Gas;64;Transitado
X1501060124;ASOC. LAS LOMAS DE CARABAYLLO;LIMA;LIMA;CARABAYLLO;;;Con balón de Gas;53;Transitado
X1501060125;CIOSTCA DE PUNCHAUCA;LIMA;LIMA;CARABAYLLO;;;Con balón de Gas;30;Cancelado
X1501060126;DAMNIFICADOS POR LA PANDEMIA;LIMA;LIMA;CARABAYLLO;;;Con balón de Gas;33;Cancelado
X1501060127;EL MILAGRO;LIMA;LIMA;CARABAYLLO;;;Con balón de Gas;45;Inactivo
X1501060128;LOS BALCONES DE PUNCHAUCA;LIMA;LIMA;CARABAYLLO;;;Con balón de Gas;52;Transitado
X1501060129;CLEOTILDE ORTIZ;LIMA;LIMA;CARABAYLLO;;;Con balón de Gas;49;Transitado
X1501060130;SOL DE CAUDIVILLA;LIMA;LIMA;CARABAYLLO;;;Con balón de Gas;32;Cancelado
X1501060131;MARBELLA;LIMA;LIMA;CARABAYLLO;;;Con balón de Gas;7;Cancelado
X1501060132;MISKY MIKUY;LIMA;LIMA;CARABAYLLO;;;Con balón de Gas;30;Inactivo
X1501060133;VIRGEN DEL PILAR;LIMA;LIMA;CARABAYLLO;;;Con balón de Gas;93;Transitado
X1501060134;NIÑO JESUS DE SAN PEDRO;LIMA;LIMA;CARABAYLLO;;;Con balón de Gas;69;Cancelado
X1501060135;SOLIDARIA POR SIEMPRE;LIMA;LIMA;CARABAYLLO;;;Con balón de Gas;48;Transitado
X1501060136;LOS PORTALES;LIMA;LIMA;CARABAYLLO;;;Con balón de Gas;72;Transitado
X1501060137;LA JARDINERA;LIMA;LIMA;CARABAYLLO;;;Con balón de Gas;102;Transitado
X1501060138;LA SUCULENTA;LIMA;LIMA;CARABAYLLO;;;Con balón de Gas;73;Transitado
X1501060139;OASIS DORADO;LIMA;LIMA;CARABAYLLO;;;No tiene Cocina;31;Cancelado
X1501060140;FRUTALES DEL SEÑOR;LIMA;LIMA;CARABAYLLO;;;Con balón de Gas;42;Transitado
X1501060141;PALMA REAL;LIMA;LIMA;CARABAYLLO;;;Con balón de Gas;85;Transitado
X1501060142;SANTA EMMA;LIMA;LIMA;CARABAYLLO;;;Con balón de Gas;0;Cancelado
X1501060143;SANTA EMMA;LIMA;LIMA;CARABAYLLO;;;Con balón de Gas;58;Cancelado
X1501060144;CRISTO UNICA ESPERANZA;LIMA;LIMA;CARABAYLLO;;;Con balón de Gas;74;Transitado
X1501060145;CORAZÓN DE JESÚS DE VILLA ESPERANZA;LIMA;LIMA;CARABAYLLO;;;Con balón de Gas;50;Cancelado
X1501060146;LA ALAMEDA;LIMA;LIMA;CARABAYLLO;;CARABAYLLO;Con balón de Gas;54;Transitado
X1501060147;LOS TRIUNFADORES;LIMA;LIMA;CARABAYLLO;;;Con balón de Gas;59;Transitado
X1501060148;OLLA COMUN DEL COMITE 86;LIMA;LIMA;CARABAYLLO;;;Con balón de Gas;46;Transitado
X1501060149;EL BUEN SABOR;LIMA;LIMA;CARABAYLLO;;;Con balón de Gas;86;Transitado
X1501060150;AMIGOS CAMINO AL EXITO;LIMA;LIMA;CARABAYLLO;;;Con balón de Gas;53;Inactivo
X1501060151;HEROES DEL PACÍFICO;LIMA;LIMA;CARABAYLLO;;;Con balón de Gas;93;Transitado
X1501060152;VALLECITO;LIMA;LIMA;CARABAYLLO;;;Con balón de Gas;58;Transitado
X1501060153;MADRES LUCHADORAS II;LIMA;LIMA;CARABAYLLO;;;Con balón de Gas;58;Transitado
X1501060154;MUJERES LUCHADORAS II;LIMA;LIMA;CARABAYLLO;;;Con balón de Gas;39;Transitado
X1501060155;JESUS DIVINO MAESTRO;LIMA;LIMA;CARABAYLLO;;CARABAYLLO;Con balón de Gas;61;Cancelado
X1501060156;HUATOCAY;LIMA;LIMA;CARABAYLLO;;CARABAYLLO;Con balón de Gas;70;Transitado
X1501060157;MANOS SOLIDARIAS DE CORAZON;LIMA;LIMA;CARABAYLLO;;CARABAYLLO;Con balón de Gas;40;Transitado
X1501060158;HIJAS DE MOISES;LIMA;LIMA;CARABAYLLO;;;Con balón de Gas;70;Transitado
X1501060159;MI ANGELITO;LIMA;LIMA;CARABAYLLO;;;Con balón de Gas;84;Transitado
X1501060160;LAS AMERICAS;LIMA;LIMA;CARABAYLLO;;;Con balón de Gas;15;Transitado
X1501060161;LAS TRES MARIAS;LIMA;LIMA;CARABAYLLO;;;Con balón de Gas;25;Transitado
X1501060162;JESUS DEL NORTE;LIMA;LIMA;CARABAYLLO;;CARABAYLLO;Con balón de Gas;57;Transitado
X1501060163;SABORES DE CASA;LIMA;LIMA;CARABAYLLO;;CARABAYLLO;Con balón de Gas;45;Transitado
X1501060164;MADRES BENDECIDAS;LIMA;LIMA;CARABAYLLO;;CARABAYLLO;Con balón de Gas;40;Cancelado
X1501060165;LA BENDICION DE DIOS DE LOS CIPRECES;LIMA;LIMA;CARABAYLLO;;CARABAYLLO;Con balón de Gas;59;Transitado
X1501060166;FAMILIAS DE TINCA;LIMA;LIMA;CARABAYLLO;;CARABAYLLO;Con balón de Gas;77;Transitado
X1501060167;SIEMPRE UNIDOS LOS GIRASOLES;LIMA;LIMA;CARABAYLLO;;CARABAYLLO;Con balón de Gas;45;Transitado
X1501060168;HOGAR REMANENTE;LIMA;LIMA;CARABAYLLO;;CARABAYLLO;Con balón de Gas;31;Transitado
X1501060169;SAN ANTONIO DE PADUA;LIMA;LIMA;CARABAYLLO;;CARABAYLLO;Con balón de Gas;32;Transitado
X1501060170;AMOR DE DIOS;LIMA;LIMA;CARABAYLLO;;;Con balón de Gas;56;Transitado
X1501060171;LA OLLITA MILAGROSA;LIMA;LIMA;CARABAYLLO;;CARABAYLLO;Con balón de Gas;102;Transitado
X1501060172;LAS MORITAS;LIMA;LIMA;CARABAYLLO;;CARABAYLLO;Con balón de Gas;71;Transitado
X1501060173;JESUS DIVINO MAESTRO;LIMA;LIMA;CARABAYLLO;;CARABAYLLO;Con balón de Gas;59;Transitado
X1501060174;VIRGEN DEL ROSARIO KM 30;LIMA;LIMA;CARABAYLLO;;;Con balón de Gas;33;Transitado
X1501060175;FE Y ESPERANZA EL MIRADOR;LIMA;LIMA;CARABAYLLO;;;Con balón de Gas;78;Transitado
X1501060176;JESUS ES EL REY;LIMA;LIMA;CARABAYLLO;;;Con balón de Gas;34;Transitado
X1501060177;MUJERES SOLIDARIAS DE CIRO ALEGRIA;LIMA;LIMA;CARABAYLLO;;;Con balón de Gas;69;Transitado
X1501060178;PILAR MENDOZA;LIMA;LIMA;CARABAYLLO;;;Con balón de Gas;63;Transitado
X1501070001;CORAZOÓN DE JESÚS;LIMA;LIMA;CHACLACAYO;;CHACLACAYO;Con balón de Gas;67;Transitado
X1501070002;HUASCATA UNIDA I;LIMA;LIMA;CHACLACAYO;;CHACLACAYO;Con balón de Gas;68;Transitado
X1501070003;HUASCATA UNIDA II;LIMA;LIMA;CHACLACAYO;;CHACLACAYO;Con balón de Gas;170;Transitado
X1501070004;SANTA ROSA DE LIMA;LIMA;LIMA;CHACLACAYO;;CHACLACAYO;Con balón de Gas;71;Transitado
X1501070005;CULTURA Y PROGRESO;LIMA;LIMA;CHACLACAYO;;CHACLACAYO;Con balón de Gas;43;Transitado
X1501070006;HUASCATA UNIDA III;LIMA;LIMA;CHACLACAYO;;CHACLACAYO;Con balón de Gas;119;Transitado
X1501070007;Manuel campos 1;LIMA;LIMA;CHACLACAYO;;;Con balón de Gas;0;Cancelado
X1501070008;VILLA HUASCATA;LIMA;LIMA;CHACLACAYO;;CHACLACAYO;Con balón de Gas;60;Transitado
X1501070009;Manuel campos;LIMA;LIMA;CHACLACAYO;;;Con balón de Gas;0;Cancelado
X1501070010;JESUS ES MI PASTOR;LIMA;LIMA;CHACLACAYO;;CHACLACAYO;Con balón de Gas;90;Transitado
X1501070011;GRANITO DE MOSTAZA;LIMA;LIMA;CHACLACAYO;;CHACLACAYO;Con balón de Gas;83;Transitado
X1501070012;MALECON SANTA INES;LIMA;LIMA;CHACLACAYO;;CHACLACAYO;Con balón de Gas;31;Cancelado
X1501070013;ines García Calderón;LIMA;LIMA;CHACLACAYO;;;Ninguna;0;Cancelado
X1501070014;las guerreras de San Bartolomé;LIMA;LIMA;CHACLACAYO;;;Ninguna;0;Cancelado
X1501070015;VIRGEN DE FATIMA DE MORON;LIMA;LIMA;CHACLACAYO;;CHACLACAYO;Con balón de Gas;48;Transitado
X1501070016;teófilo Acevedo;LIMA;LIMA;CHACLACAYO;;;Ninguna;0;Cancelado
X1501070017;OLLA COMÚN SEÑOR DE LOS MILAGROS;LIMA;LIMA;CHACLACAYO;;CHACLACAYO;Con balón de Gas;54;Transitado
X1501070018;OLLA COMÚN LOS PALTOS;LIMA;LIMA;CHACLACAYO;;CHACLACAYO;Con balón de Gas;49;Transitado
X1501070019;MANKAKUSI;LIMA;LIMA;CHACLACAYO;;CHACLACAYO;Con balón de Gas;51;Transitado
X1501080004;SIEMPRE UNIDAS;LIMA;LIMA;CHORRILLOS;;;Con balón de Gas;58;Transitado
X1501080005;DIOS ES MI ESPERANZA;LIMA;LIMA;CHORRILLOS;;;Con balón de Gas;83;Transitado
X1501080007;EL MANA;LIMA;LIMA;CHORRILLOS;;;Con balón de Gas;75;Transitado
X1501080008;CERRO DE PASCO;LIMA;LIMA;CHORRILLOS;;;Con balón de Gas;97;Transitado
X1501080009;NUEVO AMANECER;LIMA;LIMA;CHORRILLOS;;;Con balón de Gas;80;Transitado
X1501080010;ESPERANZA DE VIDA;LIMA;LIMA;CHORRILLOS;;;Con balón de Gas;70;Transitado
X1501080011;LA OLLA MILAGROSA;LIMA;LIMA;CHORRILLOS;;;Con balón de Gas;55;Transitado
X1501080012;UNION Y SOLIDARIDAD;LIMA;LIMA;CHORRILLOS;;;Con balón de Gas;50;Transitado
X1501080013;FUERZA DE MUJERES;LIMA;LIMA;CHORRILLOS;;;Con balón de Gas;72;Transitado
X1501080014;SANTA ROSITA;LIMA;LIMA;CHORRILLOS;;;Con balón de Gas;103;Transitado
X1501080015;AYUDA SOCIAL;LIMA;LIMA;CHORRILLOS;;;Con balón de Gas;106;Transitado
X1501080016;DIOS PROVEERA;LIMA;LIMA;CHORRILLOS;;;Con balón de Gas;43;Transitado
X1501080017;MUJERES TRIUNFADORAS;LIMA;LIMA;CHORRILLOS;;;Con balón de Gas;58;Transitado
X1501080018;LOS ALAMOS;LIMA;LIMA;CHORRILLOS;;;Con balón de Gas;39;Cancelado
X1501080019;FUERZA MUJER;LIMA;LIMA;CHORRILLOS;;;Con balón de Gas;80;Transitado
X1501080020;LA NUTRITIVA;LIMA;LIMA;CHORRILLOS;;;Con balón de Gas;55;Inactivo
X1501080022;SOLIDARIDAD;LIMA;LIMA;CHORRILLOS;;;Con balón de Gas;107;Activo
X1501080025;TODOS UNIDOS;LIMA;LIMA;CHORRILLOS;;;Con balón de Gas;73;Transitado
X1501080026;DIOS ES AMOR;LIMA;LIMA;CHORRILLOS;;;Con balón de Gas;105;Cancelado
X1501080028;GUARDIANES DEL MORRO;LIMA;LIMA;CHORRILLOS;;;Con balón de Gas;130;Cancelado
X1501080029;HIJOS DEL SOL;LIMA;LIMA;CHORRILLOS;;CHORRILLOS;Con balón de Gas;74;Cancelado
X1501080033;BASILIA CANTA;LIMA;LIMA;CHORRILLOS;;CHORRILLOS;Con balón de Gas;84;Transitado
X1501080034;LA UNION;LIMA;LIMA;CHORRILLOS;;CHORRILLOS;Con balón de Gas;83;Transitado
X1501080035;JESUS EL PAN DE VIDA;LIMA;LIMA;CHORRILLOS;;CHORRILLOS;Con balón de Gas;85;Cancelado
X1501080036;BENDICION DE DIOS;LIMA;LIMA;CHORRILLOS;;CHORRILLOS;Con balón de Gas;54;Inactivo
X1501080037;LA UNION HACE LA FUERZA;LIMA;LIMA;CHORRILLOS;;CHORRILLOS;Con balón de Gas;86;Cancelado
X1501080038;MIGUEL IGLESIAS;LIMA;LIMA;CHORRILLOS;;CHORRILLOS;Con balón de Gas;106;Cancelado
X1501080039;MARIA AUXILIADORA;LIMA;LIMA;CHORRILLOS;;CHORRILLOS;Con balón de Gas;42;Transitado
X1501080040;MUJERES EMPRENDEDORAS;LIMA;LIMA;CHORRILLOS;;;Con balón de Gas;100;Cancelado
X1501080041;LOMAS DE CALEDONIA;LIMA;LIMA;CHORRILLOS;;;Ninguna;0;Cancelado
X1501080042;COSTA PERUANA;LIMA;LIMA;CHORRILLOS;;;Con balón de Gas;195;Cancelado
X1501080043;PUERTAS DE CIELO;LIMA;LIMA;CHORRILLOS;;;Con balón de Gas;100;Activo
X1501080044;EL SEÑOR DE AYABACA;LIMA;LIMA;CHORRILLOS;;;Con balón de Gas;35;Inactivo
X1501080045;PAZ Y AMOR;LIMA;LIMA;CHORRILLOS;;;Con balón de Gas;119;Cancelado
X1501080046;VIRGEN DEL CARMEN;LIMA;LIMA;CHORRILLOS;;CHORRILLOS;Con balón de Gas;0;Cancelado
X1501080047;VIRGEN DEL CARMEN;LIMA;LIMA;CHORRILLOS;;CHORRILLOS;Con balón de Gas;53;Inactivo
X1501080048;COLINAS DEL PACIFICO;LIMA;LIMA;CHORRILLOS;;CHORRILLOS;Con balón de Gas;39;Cancelado
X1501080049;MIKHUY;LIMA;LIMA;CHORRILLOS;;;Con balón de Gas;35;Inactivo
X1501080050;DIOS ES AMOR II;LIMA;LIMA;CHORRILLOS;;CHORRILLOS;Con balón de Gas;54;Cancelado
X1501080051;EL RANCHITO;LIMA;LIMA;CHORRILLOS;;CHORRILLOS;Con balón de Gas;0;Cancelado
X1501080052;EL RANCHITO;LIMA;LIMA;CHORRILLOS;;CHORRILLOS;Con balón de Gas;50;Transitado
X1501080053;NINA WASI;LIMA;LIMA;CHORRILLOS;;;Con balón de Gas;25;Cancelado
X1501080054;SABOR Y SAZÓN DEL MORRO;LIMA;LIMA;CHORRILLOS;;CHORRILLOS;Con balón de Gas;55;Transitado
X1501090001;Nueva Gales;LIMA;LIMA;CIENEGUILLA;;;Con balón de Gas;83;Transitado
X1501090002;EL PRADO;LIMA;LIMA;CIENEGUILLA;;;Con balón de Gas;41;Transitado
X1501090003;ESTRELLITA 2;LIMA;LIMA;CIENEGUILLA;;;Con balón de Gas;53;Transitado
X1501090004;NIÑO JESUS;LIMA;LIMA;CIENEGUILLA;;CIENEGUILLA;Con balón de Gas;50;Transitado
X1501090005;QUEBRADA;LIMA;LIMA;CIENEGUILLA;;;Con balón de Gas;157;Transitado
X1501090006;LUIS ANGEL;LIMA;LIMA;CIENEGUILLA;;;Con balón de Gas;82;Transitado
X1501090007;DIVINO NIÑO JESÚS;LIMA;LIMA;CIENEGUILLA;;;Con balón de Gas;67;Transitado
X1501090008;LAS LOMAS;LIMA;LIMA;CIENEGUILLA;;;Con balón de Gas;59;Transitado
X1501090009;SANTA LUCIA;LIMA;LIMA;CIENEGUILLA;;;Con balón de Gas;116;Transitado
X1501090010;TRANSPARENCIA;LIMA;LIMA;CIENEGUILLA;;;Con balón de Gas;32;Cancelado
X1501090011;SANTA MARIA;LIMA;LIMA;CIENEGUILLA;;;Con balón de Gas;120;Transitado
X1501090012;VIRGEN DE LAS MERCEDES;LIMA;LIMA;CIENEGUILLA;;;Con balón de Gas;128;Transitado
X1501090013;LA RINCONADA;LIMA;LIMA;CIENEGUILLA;;;Con balón de Gas;52;Transitado
X1501090014;JATARICHAHUAY;LIMA;LIMA;CIENEGUILLA;;;Con balón de Gas;105;Transitado
X1501090015;LARA;LIMA;LIMA;CIENEGUILLA;;;Con balón de Gas;181;Transitado
X1501090016;JERUSALEN;LIMA;LIMA;CIENEGUILLA;;;Con balón de Gas;101;Transitado
X1501090017;MAGDA PORTAL;LIMA;LIMA;CIENEGUILLA;;;Con balón de Gas;134;Transitado
X1501090018;VIRGEN DE LAS MERCEDES;LIMA;LIMA;CIENEGUILLA;;;Con balón de Gas;140;Transitado
X1501090019;SEFERINA;LIMA;LIMA;CIENEGUILLA;;;Con balón de Gas;81;Transitado
X1501090021;ESTRELLITA 1;LIMA;LIMA;CIENEGUILLA;;CIENEGUILLA;Con balón de Gas;142;Transitado
X1501090022;KIMSA MIKUY;LIMA;LIMA;CIENEGUILLA;;;Con balón de Gas;86;Cancelado
X1501090023;PERDIDA;LIMA;LIMA;CIENEGUILLA;;CIENEGUILLA;Con balón de Gas;29;Transitado
X1501090024;MANZANITA N;LIMA;LIMA;CIENEGUILLA;;CIENEGUILLA;Con balón de Gas;65;Transitado
X1501090025;MI BARRIO;LIMA;LIMA;CIENEGUILLA;;;Con balón de Gas;38;Cancelado
X1501090026;UNION PROGRESO;LIMA;LIMA;CIENEGUILLA;;;Con balón de Gas;59;Cancelado
X1501090027;JESUS ES MI LUZ;LIMA;LIMA;CIENEGUILLA;;CIENEGUILLA;Con balón de Gas;130;Transitado
X1501090028;LA OLLITA DE MI VALLE ALTO;LIMA;LIMA;CIENEGUILLA;;;Con balón de Gas;60;Transitado
X1501090029;SAN GABRIEL;LIMA;LIMA;CIENEGUILLA;;;Con balón de Gas;36;Transitado
X1501090030;LAS TUNAS;LIMA;LIMA;CIENEGUILLA;;;Con balón de Gas;42;Cancelado
X1501090031;ALTOS DE CIENEGUILLA;LIMA;LIMA;CIENEGUILLA;;;Con balón de Gas;173;Transitado
X1501090032;LAS PRIVILEGIADAS;LIMA;LIMA;CIENEGUILLA;;CIENEGUILLA;Con balón de Gas;50;Transitado
X1501090033;LAS TORRECITAS;LIMA;LIMA;CIENEGUILLA;;CIENEGUILLA;Con balón de Gas;149;Transitado
X1501090034;VIRGEN DE LOURDES;LIMA;LIMA;CIENEGUILLA;;;Con balón de Gas;43;Cancelado
X1501090035;NIÑO JESUS CHAVEZ 2;LIMA;LIMA;CIENEGUILLA;;;Con balón de Gas;30;Cancelado
X1501090036;SAN JUAN MASIAS;LIMA;LIMA;CIENEGUILLA;;;Con balón de Gas;136;Transitado
X1501090037;RIOS DE AGUA VIVA;LIMA;LIMA;CIENEGUILLA;;CIENEGUILLA;Con balón de Gas;43;Transitado
X1501090038;LA ESPERANZA;LIMA;LIMA;CIENEGUILLA;;;Con balón de Gas;96;Transitado
X1501090039;LAS LOMAS COLLANAC;LIMA;LIMA;CIENEGUILLA;;;Con balón de Gas;26;Transitado
X1501090040;NUEVA GENERACION;LIMA;LIMA;CIENEGUILLA;;;Con balón de Gas;72;Transitado
X1501090041;VIRGEN DEL CARMEN BUENOS AIRES;LIMA;LIMA;CIENEGUILLA;;;Con balón de Gas;88;Transitado
X1501090042;SAN PEDRO;LIMA;LIMA;CIENEGUILLA;;;Con balón de Gas;143;Transitado
X1501090043;SANTA ROSA DE LIMA;LIMA;LIMA;CIENEGUILLA;;;Con balón de Gas;43;Cancelado
X1501090044;AMPLIACION TOLENTINO;LIMA;LIMA;CIENEGUILLA;;;Con balón de Gas;53;Transitado
X1501090045;DIOS ES AMOR;LIMA;LIMA;CIENEGUILLA;;;Con balón de Gas;118;Transitado
X1501090046;PORTAL NUEVA VICTORIA;LIMA;LIMA;CIENEGUILLA;;;Con balón de Gas;85;Transitado
X1501090047;SOLIDARIO;LIMA;LIMA;CIENEGUILLA;;;Con balón de Gas;54;Transitado
X1501090048;LAS GUERRERAS DE LAS LOMAS;LIMA;LIMA;CIENEGUILLA;;;Con balón de Gas;26;Cancelado
X1501090049;INMACULADA CONCEPCION;LIMA;LIMA;CIENEGUILLA;;;Con balón de Gas;42;Transitado
X1501090050;QUEBRADA 1;LIMA;LIMA;CIENEGUILLA;;;Con balón de Gas;42;Transitado
X1501090052;SAN JUAN BAUTISTA;LIMA;LIMA;CIENEGUILLA;;;Con balón de Gas;80;Transitado
X1501090053;BARRANCA GRANDE;LIMA;LIMA;CIENEGUILLA;;;Con balón de Gas;62;Transitado
X1501090054;DE BUEN SABOR;LIMA;LIMA;CIENEGUILLA;;;Con balón de Gas;114;Transitado
X1501090055;COMEDOR NUEVA FILADELFIA;LIMA;LIMA;CIENEGUILLA;;;Con balón de Gas;82;Transitado
X1501090057;SANTA ROSITA;LIMA;LIMA;CIENEGUILLA;;;Con balón de Gas;51;Transitado
X1501090058;QUEBRADA BAJA;LIMA;LIMA;CIENEGUILLA;;CIENEGUILLA;Con balón de Gas;135;Transitado
X1501090059;LAS AZUCENAS;LIMA;LIMA;CIENEGUILLA;;CIENEGUILLA;Con balón de Gas;68;Transitado
X1501090060;PAZ Y AMOR;LIMA;LIMA;CIENEGUILLA;;;Con balón de Gas;106;Transitado
X1501090061;LAS GUERRERAS;LIMA;LIMA;CIENEGUILLA;;CIENEGUILLA;Con balón de Gas;96;Transitado
X1501090062;AMPLIACION LAS CUMBRES;LIMA;LIMA;CIENEGUILLA;;CIENEGUILLA;Con balón de Gas;36;Cancelado
X1501090063;LAS CUMBRES;LIMA;LIMA;CIENEGUILLA;;;Con balón de Gas;50;Transitado
X1501090064;RAYITO DEL SOL;LIMA;LIMA;CIENEGUILLA;;;Con balón de Gas;133;Transitado
X1501090065;PARCELA 9;LIMA;LIMA;CIENEGUILLA;;;Con balón de Gas;24;Cancelado
X1501090066;SEÑOR DE LOS MILAGROS;LIMA;LIMA;CIENEGUILLA;;;Con balón de Gas;46;Cancelado
X1501090067;SANTA ISABEL;LIMA;LIMA;CIENEGUILLA;;CIENEGUILLA;Con balón de Gas;66;Transitado
X1501090068;KALLPA DE ACEVIA;LIMA;LIMA;CIENEGUILLA;;CIENEGUILLA;Con balón de Gas;57;Transitado
X1501090069;MIKUY WASSY;LIMA;LIMA;CIENEGUILLA;;CIENEGUILLA;No tiene Cocina;102;Transitado
X1501090070;YAKU;LIMA;LIMA;CIENEGUILLA;;CIENEGUILLA;No tiene Cocina;31;Transitado
X1501090071;SEÑOR CAUTIVO;LIMA;LIMA;CIENEGUILLA;;CIENEGUILLA;No tiene Cocina;56;Transitado
X1501090072;LA DIVINA MISERICORDIA;LIMA;LIMA;CIENEGUILLA;;CIENEGUILLA;Ninguna;113;Transitado
X1501100001;ME ENCUENTRO CON DIOS;LIMA;LIMA;COMAS;;LA LIBERTAD;Con balón de Gas;66;Transitado
X1501100002;LOS NIÑOS DEL FUTURO;LIMA;LIMA;COMAS;;LA LIBERTAD;Con balón de Gas;58;Transitado
X1501100003;LA ESPERANZA CON DIOS;LIMA;LIMA;COMAS;;LA LIBERTAD;Con balón de Gas;100;Transitado
X1501100004;LAS MANOS UNIDAS DE LA CUMBRE;LIMA;LIMA;COMAS;;LA LIBERTAD;Con balón de Gas;84;Transitado
X1501100005;JESUS ES EL CAMINO;LIMA;LIMA;COMAS;;LA LIBERTAD;Con balón de Gas;0;Cancelado
X1501100006;MUJERES TRIUNFADORAS;LIMA;LIMA;COMAS;;LA LIBERTAD;Con balón de Gas;47;Activo
X1501100007;1RO DE JULIO;LIMA;LIMA;COMAS;;LA LIBERTAD;Con balón de Gas;104;Transitado
X1501100008;TRES REGIONES;LIMA;LIMA;COMAS;;LA LIBERTAD;Con balón de Gas;44;Transitado
X1501100009;LA SAZON DE ULISES VILLEGAS;LIMA;LIMA;COMAS;;LA LIBERTAD;Con balón de Gas;78;Transitado
X1501100010;AGRUPACION FAMILIAR JORDANIA;LIMA;LIMA;COMAS;;LA LIBERTAD;Con balón de Gas;43;Transitado
X1501100011;AH EL MIRADOR DE LA LIBERTAD;LIMA;LIMA;COMAS;;;Ninguna;0;Cancelado
X1501100012;RAUL DIAZ PEREZ DE A.H. NUEVO HORIZONTE DE LA 3RA ZONA DE COLLIQUE ZONAL 5 COMAS;LIMA;LIMA;COMAS;;LA LIBERTAD;Con balón de Gas;60;Transitado
X1501100013;SOLIDARIO;LIMA;LIMA;COMAS;;LA LIBERTAD;Con balón de Gas;0;Cancelado
X1501100014;GENERACION Y DESARROLLO;LIMA;LIMA;COMAS;;LA LIBERTAD;Con balón de Gas;57;Transitado
X1501100015;AMPLIACION SAN GABRIEL;LIMA;LIMA;COMAS;;LA LIBERTAD;Con balón de Gas;136;Inactivo
X1501100016;AYUDA AL PRÓJIMO;LIMA;LIMA;COMAS;;LA LIBERTAD;Con balón de Gas;86;Transitado
